item_id,image_name,image_path,humour,sarcasm,offensive,motivational,overall_sentiment,Social,Animation,Sports,Animal,Politics,Education,Fiction,Technology
145,image_5562,./image_data/image_5562.jpg,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,image_2960,./image_data/image_2960.png,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
147,image_5397,./image_data/image_5397.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
148,image_3843,./image_data/image_3843.jpg,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
149,image_6986,./image_data/image_6986.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
150,image_5443,./image_data/image_5443.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
151,image_5120,./image_data/image_5120.jpg,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
152,image_4526,./image_data/image_4526.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
153,image_6401,./image_data/image_6401.jpg,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
154,image_6004,./image_data/image_6004.jpg,-0.9999999999999999,-0.9999999999999999,-0.33333333333333326,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
155,image_2957,./image_data/image_2957.jpg,-0.9999999999999999,-0.33333333333333326,-0.33333333333333326,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
156,image_4977,./image_data/image_4977.jpg,1.0,0.3333333333333335,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
157,image_6387,./image_data/image_6387.png,-0.33333333333333326,-0.33333333333333326,0.3333333333333335,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
158,image_1314,./image_data/image_1314.jpg,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
159,image_1551,./image_data/image_1551.png,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
160,image_877,./image_data/image_877.png,-0.9999999999999999,1.0,0.3333333333333335,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
161,image_98,./image_data/image_98.jpg,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,image_4176,./image_data/image_4176.jpg,0.3333333333333335,-0.9999999999999999,-0.9999999999999999,-1.0,0.5,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163,image_2516,./image_data/image_2516.jpg,-0.33333333333333326,-0.33333333333333326,0.3333333333333335,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,image_4099,./image_data/image_4099.jpg,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165,image_5211,./image_data/image_5211.jpeg,-0.33333333333333326,0.3333333333333335,-0.33333333333333326,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
166,image_253,./image_data/image_253.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
167,image_4627,./image_data/image_4627.jpg,0.3333333333333335,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168,image_1391,./image_data/image_1391.png,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
169,image_994,./image_data/image_994.jpg,-0.33333333333333326,0.3333333333333335,0.3333333333333335,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
170,image_2656,./image_data/image_2656.jpg,0.3333333333333335,0.3333333333333335,-0.33333333333333326,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,image_6409,./image_data/image_6409.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
172,image_6339,./image_data/image_6339.jpg,-0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,image_1331,./image_data/image_1331.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
174,image_1299,./image_data/image_1299.jpg,-0.33333333333333326,1.0,-0.33333333333333326,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,image_3082,./image_data/image_3082.jpeg,1.0,0.3333333333333335,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
176,image_403,./image_data/image_403.jpg,-0.9999999999999999,0.3333333333333335,-0.33333333333333326,1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,image_2936,./image_data/image_2936.jpeg,0.3333333333333335,1.0,0.3333333333333335,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
178,image_316,./image_data/image_316.jpg,1.0,-0.33333333333333326,0.3333333333333335,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
179,image_2577,./image_data/image_2577.jpg,0.3333333333333335,-0.9999999999999999,0.3333333333333335,-1.0,0.5,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180,image_5950,./image_data/image_5950.jpg,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
181,image_5392,./image_data/image_5392.png,0.3333333333333335,0.3333333333333335,-0.33333333333333326,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
182,image_6992,./image_data/image_6992.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
183,image_713,./image_data/image_713.png,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,image_982,./image_data/image_982.jpg,0.3333333333333335,0.3333333333333335,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
185,image_5258,./image_data/image_5258.jpg,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
186,image_5399,./image_data/image_5399.png,-0.9999999999999999,-0.33333333333333326,-0.33333333333333326,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
187,image_3483,./image_data/image_3483.jpg,-0.33333333333333326,0.3333333333333335,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
188,image_5780,./image_data/image_5780.jpg,-0.33333333333333326,-0.9999999999999999,0.3333333333333335,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
189,image_4967,./image_data/image_4967.jpg,-0.33333333333333326,0.3333333333333335,-0.9999999999999999,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
190,image_5668,./image_data/image_5668.jpg,-0.33333333333333326,0.3333333333333335,-0.9999999999999999,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
191,image_1311,./image_data/image_1311.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,image_5575,./image_data/image_5575.jpeg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,image_3586,./image_data/image_3586.png,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
194,image_5800,./image_data/image_5800.jpg,1.0,-0.33333333333333326,-0.9999999999999999,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
195,image_2260,./image_data/image_2260.png,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
196,image_5208,./image_data/image_5208.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
197,image_3524,./image_data/image_3524.jpg,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,image_1352,./image_data/image_1352.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,image_200,./image_data/image_200.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
200,image_5864,./image_data/image_5864.jpg,-0.33333333333333326,0.3333333333333335,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
201,image_4100,./image_data/image_4100.jpg,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
202,image_1266,./image_data/image_1266.jpg,-0.9999999999999999,1.0,0.3333333333333335,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
203,image_3723,./image_data/image_3723.jpg,0.3333333333333335,0.3333333333333335,-0.33333333333333326,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
204,image_5173,./image_data/image_5173.jpg,-0.33333333333333326,0.3333333333333335,0.3333333333333335,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
205,image_743,./image_data/image_743.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
206,image_5762,./image_data/image_5762.jpg,-0.9999999999999999,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,image_4347,./image_data/image_4347.jpeg,0.3333333333333335,0.3333333333333335,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
208,image_4148,./image_data/image_4148.jpg,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,1.0,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
209,image_4562,./image_data/image_4562.jpg,0.3333333333333335,-0.33333333333333326,0.3333333333333335,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
210,image_3461,./image_data/image_3461.jpg,1.0,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
211,image_5857,./image_data/image_5857.jpg,-0.9999999999999999,-0.33333333333333326,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
212,image_3275,./image_data/image_3275.jpg,0.3333333333333335,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
213,image_640,./image_data/image_640.jpg,0.3333333333333335,-0.9999999999999999,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
214,image_1481,./image_data/image_1481.jpg,0.3333333333333335,-0.33333333333333326,-0.9999999999999999,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,image_1769,./image_data/image_1769.png,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
216,image_163,./image_data/image_163.jpeg,1.0,0.3333333333333335,-0.33333333333333326,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
217,image_56,./image_data/image_56.jpg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
218,image_6948,./image_data/image_6948.jpg,-0.33333333333333326,-0.33333333333333326,0.3333333333333335,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
219,image_113,./image_data/image_113.jpeg,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
220,image_5410,./image_data/image_5410.png,-0.33333333333333326,-0.33333333333333326,-0.9999999999999999,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
